SOLUSDT,SELL,LIMIT,IOC,371,141,142.2200,FILLED,371,371,2024-08-12 14:20:57
SOLUSDT,SELL,LIMIT,IOC,1004,142,144.0000,FILLED,1004,1004,2024-08-13 01:36:34
