1726617713603,ETHUSDT,bid,2210,10136.41
1726618266123,ETHUSDT,bid,2210,10136.21
1726618501350,ETHUSDT,bid,2240,4528.221
1726618620119,ETHUSDT,bid,2240,4518.491
1726618620633,ETHUSDT,bid,2240,4513.259
1726618683895,ETHUSDT,bid,2220,14640.665
1726618724602,ETHUSDT,bid,2230,4589.306
1726618752302,ETHUSDT,bid,2220,14639.946
1726618769289,ETHUSDT,bid,1700,6043.961
1726618959050,ETHUSDT,bid,2240,4513.248
1726619228007,ETHUSDT,bid,2230,4587.662
1726619318075,ETHUSDT,bid,2240,4513.025
1726619526808,ETHUSDT,bid,2230,4590.345
1726619622516,ETHUSDT,bid,2210,10127.158
1726619790544,ETHUSDT,bid,2210,10127.262
1726619790544,ETHUSDT,bid,2220,14640.05
1726619790544,ETHUSDT,bid,2230,4590.448
1726619831369,ETHUSDT,bid,2220,4504.311
1726619907840,ETHUSDT,bid,2230,4590.457
1726619912153,ETHUSDT,bid,2210,10127.51
1726619936603,ETHUSDT,bid,2220,14640.059
1726619971999,ETHUSDT,bid,2220,4519.297
1726620064439,ETHUSDT,bid,2210,10122.51
1726620069948,ETHUSDT,bid,2220,14635.059
1726620075368,ETHUSDT,bid,2230,4585.457
1726620075573,ETHUSDT,bid,2220,4519.307
1726620083615,ETHUSDT,bid,2220,14635.034
1726620115027,ETHUSDT,bid,2220,4519.297
1726620241213,ETHUSDT,bid,2310,10787.631
1726620243677,ETHUSDT,bid,2310,10788.238
1726620243977,ETHUSDT,bid,2310,10786.685
1726620244290,ETHUSDT,bid,2310,10791.366
1726620244594,ETHUSDT,bid,2310,10786.078
1726620245512,ETHUSDT,bid,2310,10786.396
1726620246538,ETHUSDT,bid,2310,10786.526
1726620254550,ETHUSDT,bid,2210,10122.387
1726620254550,ETHUSDT,bid,2220,14634.911
1726620254550,ETHUSDT,bid,2230,4585.334
1726620298438,ETHUSDT,bid,2230,4585.619
1726620655313,ETHUSDT,bid,2230,4585.61
1726620770209,ETHUSDT,bid,2230,4585.325
1726620805117,ETHUSDT,bid,1960,5242.439
1726620826015,ETHUSDT,bid,2210,10115.615
1726620905334,ETHUSDT,bid,2210,10115.511
1726620905334,ETHUSDT,bid,2220,14634.807
1726620905334,ETHUSDT,bid,2230,4585.222
1726621380982,ETHUSDT,bid,2210,10128.352
1726621495916,ETHUSDT,bid,2220,14630.313
1726621593166,ETHUSDT,bid,2240,4512.425
1726621614469,ETHUSDT,bid,2240,4514.125
1726621919285,ETHUSDT,bid,2210,10126.097
1726622122252,ETHUSDT,bid,2220,14629.739
1726622156109,ETHUSDT,bid,2220,14629.783
1726622168731,ETHUSDT,bid,2220,14629.657
1726622209172,ETHUSDT,bid,2220,14629.09
1726622212145,ETHUSDT,bid,2220,14629.104
1726622376286,ETHUSDT,bid,2240,4514.747
1726622418430,ETHUSDT,bid,2230,4584.589
1726622628486,ETHUSDT,bid,2220,14629.402
1726622677502,ETHUSDT,bid,2210,10123.84
1726622722402,ETHUSDT,bid,2210,10124.548
1726622832354,ETHUSDT,bid,1950,5262.421
1726623263083,ETHUSDT,bid,2230,4584.534
1726624102783,ETHUSDT,bid,2220,14629.388
1726624147796,ETHUSDT,bid,2220,14629.413
1726624242404,ETHUSDT,bid,2240,4524.747
1726624731549,ETHUSDT,bid,1700,6043.861
