2024-08-17 09:54:43,BTCUSDT,bid,50000,775.006
2024-08-17 09:56:48,BTCUSDT,bid,50000,775.348
2024-08-17 09:59:21,BTCUSDT,bid,50000,775.648
2024-08-17 10:00:10,BTCUSDT,bid,47000,893.547
2024-08-17 10:00:10,BTCUSDT,bid,50000,775.645
2024-08-17 10:00:30,BTCUSDT,bid,50000,764.485
2024-08-17 10:01:09,BTCUSDT,bid,50000,764.185
2024-08-17 10:01:16,BTCUSDT,bid,50000,764.585
2024-08-17 10:12:42,BTCUSDT,bid,50000,764.593
2024-08-17 10:18:49,BTCUSDT,bid,50000,764.596
2024-08-17 10:19:24,BTCUSDT,bid,50000,764.593
2024-08-17 10:20:52,BTCUSDT,bid,47000,893.747
2024-08-17 10:23:07,BTCUSDT,bid,50000,764.59
2024-08-17 10:24:45,BTCUSDT,bid,50000,764.587
2024-08-17 10:41:22,BTCUSDT,bid,50000,764.589
2024-08-17 10:45:55,BTCUSDT,bid,50000,764.587
2024-08-17 10:47:44,BTCUSDT,bid,50000,764.574
2024-08-17 10:49:54,BTCUSDT,bid,50000,764.572
2024-08-17 10:52:27,BTCUSDT,bid,50000,764.542
2024-08-17 10:59:41,BTCUSDT,bid,50000,764.572
2024-08-17 10:59:44,BTCUSDT,bid,50000,764.587
2024-08-17 11:01:22,BTCUSDT,bid,50000,764.572
2024-08-17 11:01:23,BTCUSDT,bid,50000,764.542
2024-08-17 11:02:22,BTCUSDT,bid,50000,764.552
2024-08-17 11:02:23,BTCUSDT,bid,50000,764.542
2024-08-17 11:02:35,BTCUSDT,bid,50000,764.552
2024-08-17 11:02:37,BTCUSDT,bid,50000,764.542
2024-08-17 11:04:33,BTCUSDT,bid,50000,764.544
2024-08-17 11:04:55,BTCUSDT,bid,50000,764.55
2024-08-17 11:05:00,BTCUSDT,bid,50000,764.548
2024-08-17 11:05:42,BTCUSDT,bid,50000,764.542
2024-08-17 11:06:08,BTCUSDT,bid,50000,764.544
2024-08-17 11:06:19,BTCUSDT,bid,50000,764.56
2024-08-17 11:06:49,BTCUSDT,bid,50000,764.564
2024-08-17 11:06:54,BTCUSDT,bid,50000,764.562
2024-08-17 11:07:24,BTCUSDT,bid,50000,764.564
2024-08-17 11:08:16,BTCUSDT,bid,50000,764.562
2024-08-17 11:08:34,BTCUSDT,bid,50000,764.564
2024-08-17 11:08:47,BTCUSDT,bid,50000,764.562
2024-08-17 11:09:41,BTCUSDT,bid,50000,764.564
2024-08-17 11:09:51,BTCUSDT,bid,50000,764.562
2024-08-17 11:10:03,BTCUSDT,bid,50000,764.564
2024-08-17 11:11:05,BTCUSDT,bid,50000,764.562
2024-08-17 11:11:57,BTCUSDT,bid,50000,764.564
2024-08-17 11:12:14,BTCUSDT,bid,50000,764.562
2024-08-17 11:12:37,BTCUSDT,bid,50000,764.564
2024-08-17 11:13:36,BTCUSDT,bid,50000,764.566
2024-08-17 11:13:47,BTCUSDT,bid,50000,764.562
2024-08-17 11:14:33,BTCUSDT,bid,50000,764.564
2024-08-17 11:14:43,BTCUSDT,bid,50000,764.562
2024-08-17 11:15:00,BTCUSDT,bid,50000,764.564
2024-08-17 11:16:07,BTCUSDT,bid,50000,764.562
2024-08-17 11:16:26,BTCUSDT,bid,50000,764.564
2024-08-17 11:16:37,BTCUSDT,bid,50000,764.562
2024-08-17 11:17:40,BTCUSDT,bid,50000,764.546
2024-08-17 11:17:41,BTCUSDT,bid,50000,764.548
2024-08-17 11:18:07,BTCUSDT,bid,50000,764.554
2024-08-17 11:20:38,BTCUSDT,bid,50000,764.503
2024-08-17 11:22:08,BTCUSDT,bid,50000,764.603
2024-08-17 11:22:13,BTCUSDT,bid,50000,764.503
2024-08-17 11:22:24,BTCUSDT,bid,50000,764.513
2024-08-17 11:24:11,BTCUSDT,bid,47000,893.737
2024-08-17 11:24:11,BTCUSDT,bid,47300,804.558
2024-08-17 11:24:11,BTCUSDT,bid,50000,764.495
2024-08-17 11:28:42,BTCUSDT,bid,50000,764.78
2024-08-17 11:30:31,BTCUSDT,bid,50000,764.887
2024-08-17 11:30:36,BTCUSDT,bid,50000,764.915
2024-08-17 11:31:14,BTCUSDT,bid,50000,764.89
2024-08-17 11:32:26,BTCUSDT,bid,47000,893.779
2024-08-17 11:40:14,BTCUSDT,bid,50000,764.645
2024-08-17 11:41:09,BTCUSDT,bid,50000,764.657
2024-08-17 11:41:31,BTCUSDT,bid,50000,764.645
2024-08-17 11:41:49,BTCUSDT,bid,50000,764.303
2024-08-17 11:45:16,BTCUSDT,bid,50000,764.499
2024-08-17 11:46:19,BTCUSDT,bid,47000,893.789
2024-08-17 11:46:19,BTCUSDT,bid,50000,764.509
2024-08-17 11:47:07,BTCUSDT,bid,47000,893.779
2024-08-17 11:47:07,BTCUSDT,bid,50000,764.499
2024-08-17 11:49:44,BTCUSDT,bid,50000,764.519
2024-08-17 11:50:40,BTCUSDT,bid,47000,893.776
2024-08-17 11:53:10,BTCUSDT,bid,50000,765.509
2024-08-17 11:53:43,BTCUSDT,bid,50000,765.505
2024-08-17 12:05:11,BTCUSDT,bid,50000,765.508
2024-08-17 12:08:17,BTCUSDT,bid,50000,765.388
2024-08-17 12:12:44,BTCUSDT,bid,50000,765.386
2024-08-17 12:15:10,BTCUSDT,bid,50000,765.39
2024-08-17 12:15:58,BTCUSDT,bid,50000,765.392
2024-08-17 12:23:39,BTCUSDT,bid,58500,534.852
2024-08-17 12:24:08,BTCUSDT,bid,58500,534.885
2024-08-17 12:24:09,BTCUSDT,bid,58500,534.896
2024-08-17 12:25:48,BTCUSDT,bid,58500,538.896
2024-08-17 12:36:30,BTCUSDT,bid,47000,893.773
2024-08-17 12:37:58,BTCUSDT,bid,47000,893.826
2024-08-17 12:48:29,BTCUSDT,bid,47000,893.8
2024-08-17 13:01:02,BTCUSDT,bid,47000,893.787
2024-08-17 13:06:00,BTCUSDT,bid,47000,893.734
2024-08-17 13:21:56,BTCUSDT,bid,47000,893.756
2024-08-17 14:12:32,BTCUSDT,bid,47000,893.76
2024-08-17 14:13:55,BTCUSDT,bid,47000,893.726
2024-08-17 14:41:22,BTCUSDT,bid,47000,893.729
2024-08-17 15:24:39,BTCUSDT,bid,47000,893.726
2024-08-17 15:24:42,BTCUSDT,bid,47000,893.695
2024-08-17 16:39:08,BTCUSDT,bid,47000,893.495
2024-08-17 16:41:51,BTCUSDT,bid,47000,893.492
2024-08-17 16:58:55,BTCUSDT,bid,47000,893.495
2024-08-17 17:18:01,BTCUSDT,bid,47000,893.49
2024-08-17 17:18:29,BTCUSDT,bid,47000,893.231
2024-08-17 17:52:42,BTCUSDT,bid,47000,893.224
2024-08-17 18:29:51,BTCUSDT,bid,47000,893.255
2024-08-17 19:00:50,BTCUSDT,bid,47000,897.255
2024-08-17 19:12:51,BTCUSDT,bid,47000,898.255
2024-08-17 07:00:22,BTCUSD_PERP,bid,58300,576.72
2024-08-17 07:00:23,BTCUSD_PERP,bid,58400,576.43
2024-08-17 07:00:23,BTCUSD_PERP,bid,58400,690.91
2024-08-17 07:00:23,BTCUSD_PERP,bid,58400,748.74
2024-08-17 07:00:23,BTCUSD_PERP,bid,58400,863.81
2024-08-17 07:00:46,BTCUSD_PERP,bid,58400,748.25
2024-08-17 07:00:46,BTCUSD_PERP,bid,58400,690.42
2024-08-17 07:00:46,BTCUSD_PERP,bid,58400,575.35
2024-08-17 07:00:47,BTCUSD_PERP,bid,58300,576.01
2024-08-17 07:00:47,BTCUSD_PERP,bid,58300,863.2
2024-08-17 07:00:47,BTCUSD_PERP,bid,58300,920.98
2024-08-17 07:00:48,BTCUSD_PERP,bid,58300,978.19
2024-08-17 07:01:23,BTCUSD_PERP,bid,58300,862.63
2024-08-17 07:01:24,BTCUSD_PERP,bid,58300,804.85
2024-08-17 07:01:24,BTCUSD_PERP,bid,58300,747.07
2024-08-17 07:01:24,BTCUSD_PERP,bid,58300,689.29
2024-08-17 07:01:24,BTCUSD_PERP,bid,58300,631.51
2024-08-17 07:01:24,BTCUSD_PERP,bid,58300,517.09
2024-08-17 07:01:24,BTCUSD_PERP,bid,58300,575.94
2024-08-17 07:01:25,BTCUSD_PERP,bid,58300,633.71
2024-08-17 07:01:25,BTCUSD_PERP,bid,58300,748.56
2024-08-17 07:01:25,BTCUSD_PERP,bid,58300,806.33
2024-08-17 07:01:25,BTCUSD_PERP,bid,58300,863.51
2024-08-17 07:01:25,BTCUSD_PERP,bid,58300,920.69
2024-08-17 07:01:25,BTCUSD_PERP,bid,58300,977.87
