1727050354148,BTCUSDT,bid,62300,1000.157
1727050463355,BTCUSDT,ask,63000,595.532
1727050463456,BTCUSDT,ask,63000,577.016
1727050463557,BTCUSDT,ask,63000,513.089
1727050464264,BTCUSDT,bid,62300,1000.177
1727050465780,BTCUSDT,bid,62300,1000.157
1727050507169,BTCUSDT,bid,62300,1000.798
1727050522502,BTCUSDT,bid,62300,1000.157
1727050584020,BTCUSDT,bid,62300,1000.385
1727050585233,BTCUSDT,bid,62300,1000.157
1727050610280,BTCUSDT,bid,62300,1000.167
1727050616979,BTCUSDT,bid,62300,1000.157
1727050723520,BTCUSDT,bid,61500,775.078
1727050899902,BTCUSDT,bid,62300,1000.429
1727052544719,BTCUSDT,bid,47000,843.304
1727052791635,BTCUSDT,bid,47000,843.237
1727054193797,BTCUSDT,bid,63700,1008.083
1727054194917,BTCUSDT,bid,63700,1008.123
1727054506152,BTCUSDT,ask,63700,696.966
1727054506256,BTCUSDT,ask,63700,681.047
1727054506357,BTCUSDT,ask,63700,631.01
1727054506458,BTCUSDT,ask,63700,606.409
1727054506559,BTCUSDT,ask,63700,600.713
1727054506660,BTCUSDT,ask,63700,543.732
1727054506761,BTCUSDT,ask,63700,508.078
1727054506862,BTCUSDT,ask,63700,484.594
1727054531347,BTCUSDT,ask,63700,860.992
1727054531450,BTCUSDT,ask,63700,848.758
1727054531551,BTCUSDT,ask,63700,848.425
1727054531652,BTCUSDT,ask,63700,848.345
1727054531753,BTCUSDT,ask,63700,848.347
1727054531854,BTCUSDT,ask,63700,848.974
1727054531956,BTCUSDT,ask,63700,849.474
1727054532360,BTCUSDT,ask,63700,849.472
1727054532663,BTCUSDT,ask,63700,848.845
1727054533472,BTCUSDT,ask,63700,849.473
1727054533775,BTCUSDT,ask,63700,850.033
1727054534079,BTCUSDT,ask,63700,849.473
1727054534283,BTCUSDT,ask,63700,849.464
1727054536323,BTCUSDT,ask,63700,848.836
1727054536726,BTCUSDT,ask,63700,848.836
1727054545812,BTCUSDT,ask,63700,849.442
1727054546635,BTCUSDT,ask,63700,848.838
1727054546935,BTCUSDT,ask,63700,849.434
1727054547146,BTCUSDT,ask,63700,849.444
1727054547247,BTCUSDT,ask,63700,849.434
1727054563248,BTCUSDT,ask,63600,755.956
1727054563353,BTCUSDT,ask,63600,730.666
1727054563454,BTCUSDT,ask,63600,685.003
1727054563555,BTCUSDT,ask,63600,633.935
1727054563656,BTCUSDT,ask,63600,624.629
1727054563757,BTCUSDT,ask,63600,594.071
1727054563858,BTCUSDT,ask,63600,591.45
1727054563959,BTCUSDT,ask,63600,588.143
1727054564060,BTCUSDT,ask,63600,589.063
1727054564161,BTCUSDT,ask,63600,588.97
1727054564262,BTCUSDT,ask,63600,589.172
1727054564364,BTCUSDT,ask,63600,586.317
1727054564465,BTCUSDT,ask,63600,586.321
1727054564668,BTCUSDT,ask,63600,585.693
1727054564873,BTCUSDT,ask,63600,585.686
1727054565177,BTCUSDT,ask,63600,585.671
1727054565279,BTCUSDT,ask,63600,585.671
1727054566194,BTCUSDT,ask,63600,585.673
1727054566395,BTCUSDT,ask,63600,585.736
1727054567108,BTCUSDT,ask,63600,585.673
1727054568746,BTCUSDT,ask,63600,585.678
1727054568852,BTCUSDT,ask,63600,585.673
1727055679105,BTCUSDT,bid,47000,842.903
1727056135718,BTCUSDT,ask,64200,508.128
1727056218263,BTCUSDT,ask,64200,508.145
1727056312179,BTCUSDT,ask,64200,508.155
1727056333254,BTCUSDT,ask,64200,508.158
1727056482673,BTCUSDT,ask,64200,508.148
1727060495620,BTCUSDT,bid,47000,842.781
1727060973009,BTCUSDT,ask,64300,543.597
1727060988158,BTCUSDT,ask,64300,543.627
1727060991523,BTCUSDT,ask,64300,543.604
1727060991623,BTCUSDT,ask,64300,543.689
1727060993973,BTCUSDT,ask,64300,543.266
1727060995703,BTCUSDT,ask,64300,543.866
1727060997126,BTCUSDT,ask,64300,543.268
1727060997539,BTCUSDT,ask,64300,543.377
1727060997636,BTCUSDT,ask,64300,542.846
1727060998658,BTCUSDT,ask,64300,542.535
1727061012680,BTCUSDT,ask,64300,542.553
1727061014195,BTCUSDT,ask,64300,542.494
1727061018961,BTCUSDT,ask,64300,542.934
1727061019258,BTCUSDT,ask,64300,543.417
1727061019468,BTCUSDT,ask,64300,542.934
1727061021703,BTCUSDT,ask,64300,542.947
1727061022312,BTCUSDT,ask,64300,542.975
1727061023022,BTCUSDT,ask,64300,543.015
1727061023122,BTCUSDT,ask,64300,543.025
1727061024945,BTCUSDT,ask,64300,543.036
1727061026977,BTCUSDT,ask,64300,543.036
1727061031437,BTCUSDT,ask,64300,543.205
1727061032951,BTCUSDT,ask,64300,543.164
1727061033459,BTCUSDT,ask,64300,544.935
1727061033559,BTCUSDT,ask,64300,544.933
1727061034469,BTCUSDT,ask,64300,544.114
1727061035683,BTCUSDT,ask,64300,544.34
1727061038116,BTCUSDT,ask,64300,544.796
1727061038319,BTCUSDT,ask,64300,544.54
1727061038420,BTCUSDT,ask,64300,544.578
1727061038622,BTCUSDT,ask,64300,544.548
1727061038825,BTCUSDT,ask,64300,544.548
1727061038926,BTCUSDT,ask,64300,545.472
1727061039027,BTCUSDT,ask,64300,544.548
1727061039128,BTCUSDT,ask,64300,544.571
1727061039735,BTCUSDT,ask,64300,544.591
1727061040342,BTCUSDT,ask,64300,544.932
1727061040544,BTCUSDT,ask,64300,544.932
1727061040951,BTCUSDT,ask,64300,521.763
1727061041052,BTCUSDT,ask,64300,511.644
1727061041153,BTCUSDT,ask,64300,511.344
1727061042172,BTCUSDT,ask,64300,511.348
1727061042475,BTCUSDT,ask,64300,510.848
1727061042880,BTCUSDT,ask,64300,511.001
1727061042982,BTCUSDT,ask,64300,510.99
1727061043082,BTCUSDT,ask,64300,510.98
1727061043691,BTCUSDT,ask,64300,510.983
1727061045211,BTCUSDT,ask,64300,510.987
1727061046126,BTCUSDT,ask,64300,510.987
1727061047041,BTCUSDT,ask,64300,511.004
1727061047248,BTCUSDT,ask,64300,510.987
1727061047753,BTCUSDT,ask,64300,511.007
1727061048056,BTCUSDT,ask,64300,511.009
1727061048460,BTCUSDT,ask,64300,496.045
1727061048561,BTCUSDT,ask,64300,496.767
1727061048662,BTCUSDT,ask,64300,493.877
1727061048762,BTCUSDT,ask,64300,492.13
1727061048865,BTCUSDT,ask,64300,489.759
1727061415485,BTCUSDT,bid,47000,842.753
1727061534059,BTCUSDT,bid,47000,842.647
1727061681628,BTCUSDT,bid,47000,842.641
1727061728548,BTCUSDT,bid,47000,841.989
1727061958170,BTCUSDT,bid,47000,841.971
1727062787605,BTCUSDT,bid,47000,841.958
1727063104605,BTCUSDT,bid,47000,841.916
1727064145369,BTCUSDT,bid,47000,841.913
1727068200882,BTCUSDT,ask,63700,486.565
1727069635633,BTCUSDT,bid,47000,841.917
1727070623912,BTCUSDT,bid,47000,841.896
1727071105403,BTCUSDT,bid,63600,753.326
1727071105505,BTCUSDT,bid,63600,753.287
1727071105814,BTCUSDT,bid,63600,752.987
1727071107765,BTCUSDT,bid,63600,753.026
1727071108302,BTCUSDT,bid,63600,753.065
1727071113765,BTCUSDT,bid,63600,752.873
1727071115915,BTCUSDT,bid,63600,752.876
1727071120145,BTCUSDT,bid,63600,752.874
1727071128275,BTCUSDT,bid,63600,752.223
1727071137939,BTCUSDT,bid,63600,752.22
1727071160336,BTCUSDT,bid,63600,752.225
1727071163932,BTCUSDT,bid,63600,752.228
1727071184838,BTCUSDT,bid,63600,752.278
1727071195775,BTCUSDT,bid,63600,752.294
1727071197216,BTCUSDT,bid,63600,751.885
1727071205834,BTCUSDT,bid,63600,751.869
1727071206035,BTCUSDT,bid,63600,751.871
1727071206241,BTCUSDT,bid,63600,751.869
1727071209509,BTCUSDT,bid,63600,751.871
1727071214932,BTCUSDT,bid,63600,751.985
1727071215232,BTCUSDT,bid,63600,753.262
1727071215341,BTCUSDT,bid,63600,753.312
1727071216762,BTCUSDT,bid,63600,753.5
1727071218513,BTCUSDT,bid,63600,753.45
1727071218818,BTCUSDT,bid,63600,753.4
1727071218917,BTCUSDT,bid,63600,753.45
1727071220662,BTCUSDT,bid,63600,753.4
1727071222804,BTCUSDT,bid,63600,753.402
1727071225575,BTCUSDT,bid,63600,753.452
1727071227312,BTCUSDT,bid,63600,753.264
1727071228545,BTCUSDT,bid,63600,753.214
1727071228646,BTCUSDT,bid,63600,753.214
1727071229673,BTCUSDT,bid,63600,753.212
1727071231213,BTCUSDT,bid,63600,753.143
1727071231315,BTCUSDT,bid,63600,753.188
